Rad_kpc,Vobs_km/s,errV_km/s,Vgas_km/s,Vdisk_km/s,Vbul_km/s,SBdisk_L/pc^2,SBbul_L/pc^2,galaxy,Inc_deg,e_Inc_deg,D_Mpc,e_D_Mpc,log_Mstar,upsilon_disk,upsilon_bulge,c_dm,d_kpc,gamma_true,z_Mstar
9.73,194.09058977941137,8.88506334534838,5.96,181.71,110.08,49.74,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
11.14,163.97701804934925,8.56752056752687,14.87,174.04,102.88,28.48,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
12.51,168.43150556695468,8.318707821159581,22.04,166.83,97.08,22.2,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
13.88,164.92210668824924,8.164505046415533,28.09,161.75,92.17,16.63,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
15.35,171.98008894398055,8.032201257019839,32.2,157.11,87.64,10.43,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
16.72,153.7081834083187,7.864591636018026,34.45,151.02,83.97,5.62,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
18.08,161.31126014426152,7.678530631187292,34.96,144.44,80.75,2.73,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
19.45,144.29554948966862,7.492715843378924,34.55,137.88,77.86,1.14,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
20.92,154.35843254608463,7.307901281169926,33.63,131.28,75.07,0.0,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
22.92,136.2829544433396,7.084412619065095,31.78,123.21,71.72,0.0,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
25.02,135.64331178610004,6.90725919566289,29.63,116.76,68.65,0.0,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
29.23,145.63294128424917,6.651130972714379,26.35,106.8,63.51,0.0,0.0,UGC03546,55.0,5.0,28.7,7.2,1.7047337618768892,0.5553386894442105,0.88736849584816,21042.178465466517,16.29899154629206,0.3272296018140849,0.8638519909295755
1.23,32.19675178891741,1.447562290273721,13.65,27.5,0.0,58.0,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
1.84,37.41628338798759,1.8376124924771826,18.65,32.63,0.0,38.02,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
2.46,41.02797741507257,2.1386713444108167,21.85,36.38,0.0,29.5,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
3.07,49.64238963824224,2.394177973307526,25.04,38.7,0.0,21.65,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
3.68,49.42663762658168,2.626517140484335,28.73,39.68,0.0,16.32,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
4.3,59.95804887985502,2.837805310702693,32.28,39.98,0.0,13.06,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
4.91,63.63905613627543,3.000996080305948,34.59,39.99,0.0,10.93,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
5.52,61.00353699167754,3.140135317175743,36.37,39.87,0.0,9.36,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
6.14,63.17596349753759,3.2611833269697783,37.73,39.71,0.0,8.35,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
6.75,67.907498358466,3.365672143968988,38.68,39.75,0.0,7.82,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
7.37,69.33157709021297,3.4641270922720118,39.3,40.35,0.0,7.39,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
7.98,67.5450520383035,3.5508328681529315,39.72,41.04,0.0,6.69,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
8.59,74.78806292850203,3.6361213261331358,40.39,41.57,0.0,5.95,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
9.21,66.41930131798064,3.6985656293826916,40.44,42.03,0.0,5.36,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
9.82,73.17622836421775,3.739750742225703,39.94,42.44,0.0,4.85,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
10.43,73.87155233960277,3.7697147271869045,39.15,42.87,0.0,4.39,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
11.05,74.5861714300365,3.7809690004618552,37.71,43.32,0.0,3.97,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
11.66,76.99265468851151,3.7913924151951686,36.23,43.95,0.0,3.59,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
12.28,71.67040756443585,3.817946579336569,35.41,44.71,0.0,3.25,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
12.89,79.26140863311247,3.84978753021635,34.67,45.88,0.0,2.94,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
13.5,77.06242606410258,3.8881445458090598,33.61,48.0,0.0,0.0,0.0,NGC0055,77.0,3.0,2.11,0.11,0.3643633546157308,0.5378573938010147,0.7179165039193781,13824.443607823168,9.54482100058633,0.5729373294716207,-0.36468664735810347
0.35,30.572698320723735,1.6060336197507608,-0.82,48.76,0.0,1540.43,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
1.07,65.06183641024872,3.2426830191436538,-2.5,98.26,0.0,772.11,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
1.6,79.57782734122578,3.778268528284433,-3.73,114.22,0.0,533.24,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
3.7,101.34898614379364,4.818652035186745,-7.4,144.04,0.0,300.12,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
5.09,112.12522265395407,5.200517544181014,-9.39,154.24,0.0,183.64,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
6.61,111.17589934199017,5.642385017570665,-10.89,166.19,0.0,152.68,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
8.17,111.72312006166042,5.906634976181829,-5.79,171.87,0.0,89.5,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
9.11,123.68789630731204,5.884148626359911,9.64,169.05,0.0,67.81,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
10.37,119.71439875909476,5.894472370819807,17.85,166.21,0.0,59.0,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
11.28,127.07638215412423,6.015748865312677,22.68,167.76,0.0,48.87,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
13.62,122.27321767238372,6.1102830974149285,31.86,164.88,0.0,24.37,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
15.04,128.07616731144762,6.042569646786441,35.59,159.31,0.0,14.96,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
16.37,123.80374667086156,5.938858574208503,38.11,153.0,0.0,8.69,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
17.59,120.42816570631605,5.813174305917332,40.13,146.12,0.0,5.36,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
18.8,117.07780931755202,5.710131376707788,41.74,140.2,0.0,3.94,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
20.13,114.36974283915485,5.606992375409806,42.85,134.43,0.0,2.74,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
21.35,111.73052175414139,5.522182771771952,43.55,129.7,0.0,2.05,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
22.57,110.32036499305715,5.454408998369109,44.16,125.69,0.0,1.61,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
23.89,113.23709295349879,5.394761465310719,45.07,121.68,0.0,1.08,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
25.11,104.47718183878138,5.361097745722043,46.68,118.15,0.0,0.76,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
26.33,116.01966723625573,5.337750639550624,48.39,114.89,0.0,0.54,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
27.65,105.75737778471037,5.316108735408324,50.01,111.67,0.0,0.37,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
28.87,111.2638230012707,5.301967911135282,51.42,108.99,0.0,0.26,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
30.09,105.06190925629784,5.276905172344967,52.53,106.1,0.0,0.0,0.0,NGC1090,64.0,3.0,37.0,9.25,1.5565738500306623,0.4304754544188111,0.5109935597232533,9392.889549261845,12.306208236927256,0.35438928474386794,0.7280535762806603
0.47,13.491651146462289,0.6995597128281261,0.25,12.99,0.0,104.59,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
1.41,32.20778531806246,1.6363439683183796,0.88,32.88,0.0,69.17,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
2.35,48.61494563808471,2.1942913408859117,1.88,41.13,0.0,36.87,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
3.29,51.324219269831744,2.539953441414572,3.41,42.43,0.0,24.85,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
4.22,59.626366944505484,2.848205552461833,5.43,44.37,0.0,21.2,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
5.17,59.338963723150336,3.1233663670872835,7.8,46.69,0.0,16.81,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
6.11,68.28286719753535,3.3549934350127817,10.44,48.85,0.0,13.72,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
7.05,72.90809356293173,3.5269898134105824,13.15,49.34,0.0,10.54,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
7.99,80.26952729537908,3.681813630668529,16.07,50.15,0.0,8.66,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
8.92,73.1369685808484,3.7887480958050612,18.98,49.17,0.0,6.85,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
9.87,80.5386203144687,3.908979615336407,21.99,49.76,0.0,6.33,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
10.79,81.53914915926629,4.016195649131935,25.0,50.33,0.0,5.29,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
11.8,78.05966646100168,4.113104280517946,27.82,50.68,0.0,4.09,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
12.6,83.37625022562689,4.172871930248639,30.02,50.19,0.0,3.23,0.0,F574-1,65.0,10.0,96.8,9.68,0.5143484893019369,0.47239294697720874,1.1176921187815227,16093.486910110803,6.545706004299644,0.5454430589128879,-0.22721529456443948
1.74,85.5774442957981,4.374886714734297,11.85,126.23,0.0,363.15,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
3.5,89.82649551490853,4.813481964697061,22.09,136.2,0.0,106.15,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
5.24,96.93899647074987,4.513013692691415,28.99,123.81,0.0,34.23,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
6.98,85.01502515387754,4.194958459648227,34.81,109.91,0.0,11.25,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
8.72,82.34267241700856,3.917963683504928,36.96,98.62,0.0,3.98,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
10.47,78.69363189883443,3.675499726069329,36.75,89.83,0.0,2.58,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
12.31,67.31266357191186,3.455636400863769,34.7,83.14,0.0,1.42,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
14.52,68.20228285200005,3.277040959168111,34.16,76.18,0.0,0.61,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
17.07,62.68344348734565,3.1724235144398345,34.92,70.2,0.0,0.41,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
31.82,56.96947228162175,2.8574099696716466,33.73,50.64,0.0,0.0,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
34.61,55.87534312005195,2.805778077013338,32.54,48.51,0.0,0.0,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
37.16,55.29837067249439,2.7651008826895014,31.57,46.75,0.0,0.0,0.0,NGC3769,70.0,2.0,18.0,2.5,0.9703236264385032,0.470568133092327,0.40979013323457303,3989.9711938905007,29.13860774875472,0.46185675007823623,0.1907162496088187
0.16,19.357787597221428,0.9516488195025392,0.0,23.21,0.0,1105.79,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
0.26,27.615365784385315,1.4454422966506197,0.0,35.33,0.0,1006.36,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
0.36,37.46056682222303,1.921316641491227,1.92,46.97,0.0,938.26,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
0.46,46.2390922227116,2.3180139669960442,2.29,56.68,0.0,789.78,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
0.56,50.733261629268995,2.6105210273283603,2.64,63.77,0.0,624.65,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
0.66,55.12187166555064,2.7725174433092152,3.0,67.56,0.0,511.64,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
0.76,56.49840744569226,2.9139077438147414,3.34,70.83,0.0,469.31,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
0.86,66.10636087524026,3.004294115590578,3.68,72.8,0.0,402.53,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
0.96,66.09248810453667,3.0987059818616842,4.02,74.87,0.0,381.19,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
1.06,65.44403885785029,3.2002049851271366,4.37,77.12,0.0,359.63,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
1.16,65.93609378186702,3.3056669372250833,4.75,79.47,0.0,345.41,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
1.27,76.0338212293119,3.4263723714740593,5.15,82.18,0.0,332.26,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
1.36,72.26492845170765,3.5558281701769454,5.51,85.19,0.0,317.57,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
1.47,73.22387699376125,3.6771610958322207,5.76,87.94,0.0,297.25,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
1.57,77.15180173368361,3.799996133687735,5.98,90.77,0.0,286.72,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
1.67,79.95098528049344,3.9373194570566747,6.21,93.98,0.0,271.01,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
1.77,86.96064028976815,4.061623067995562,6.42,96.86,0.0,252.38,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
1.87,83.22591039356564,4.16524514934716,6.61,99.21,0.0,231.06,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
1.97,94.2173877125092,4.263360462937965,6.81,101.42,0.0,214.5,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
2.08,83.52040540829016,4.368683873130914,7.01,103.79,0.0,203.15,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
2.18,92.48984544237355,4.4693931092694745,7.27,106.07,0.0,177.77,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
2.28,85.64323387530585,4.507972049124955,7.54,106.73,0.0,143.26,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
2.37,98.16782306133176,4.4995814639399505,7.81,106.19,0.0,125.45,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
2.47,88.32438018675278,4.490438192941254,8.25,105.57,0.0,115.5,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
2.57,89.47842817602644,4.48697610240325,8.77,105.08,0.0,108.64,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
2.68,93.6932707132208,4.477738955679658,9.31,104.39,0.0,99.02,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
2.78,95.05313726516306,4.471964890056469,9.95,103.8,0.0,91.66,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
2.88,84.37467728857075,4.467075768121496,10.97,103.16,0.0,86.76,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
2.98,87.82809131467333,4.468749456013276,11.96,102.68,0.0,83.79,0.0,NGC2403,63.0,3.0,3.16,0.16,0.7007469714134584,0.6461986171446671,0.720245897311852,16859.40406067874,8.911360845707591,0.5112737373355635,-0.05636868667781749
